Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
DEL,BOM,SpiceJet,18:55,21:15,2h 20m,"8,547",06-11-2024,Economy
DEL,BOM,SpiceJet,19:05,21:35,2h 30m,"8,547",06-11-2024,Economy
DEL,BOM,SpiceJet,19:05,21:35,2h 30m,"9,425",06-11-2024,Economy
DEL,BOM,SpiceJet,18:55,21:15,2h 20m,"10,478",06-11-2024,Economy
DEL,BOM,SpiceJet,18:55,21:15,2h 20m,"8,547",06-11-2024,Economy
DEL,BOM,SpiceJet,19:05,21:35,2h 30m,"8,547",06-11-2024,Economy
DEL,BOM,SpiceJet,19:05,21:35,2h 30m,"9,425",06-11-2024,Economy
DEL,BOM,SpiceJet,18:55,21:15,2h 20m,"10,478",06-11-2024,Economy
BOM,DEL,IndiGo,13:05,15:10,2h 05m,"5,583",06-11-2024,Economy
BOM,DEL,IndiGo,13:05,15:10,2h 05m,"5,631",06-11-2024,Economy
BOM,DEL,IndiGo,15:00,17:10,2h 10m,"5,583",06-11-2024,Economy
BOM,DEL,IndiGo,05:00,07:10,2h 10m,"5,583",06-11-2024,Economy
BOM,DEL,IndiGo,12:00,14:10,2h 10m,"5,583",06-11-2024,Economy
BOM,DEL,Akasa Air,12:55,15:15,2h 20m,"5,277",06-11-2024,Economy
BOM,DEL,IndiGo,15:00,17:10,2h 10m,"5,631",06-11-2024,Economy
BOM,DEL,IndiGo,05:00,07:10,2h 10m,"5,631",06-11-2024,Economy
BOM,DEL,IndiGo,12:00,14:10,2h 10m,"5,631",06-11-2024,Economy
BOM,DEL,Akasa Air,12:55,15:15,2h 20m,"5,375",06-11-2024,Economy
BOM,DEL,IndiGo,03:00,05:10,2h 10m,"5,583",06-11-2024,Economy
BOM,DEL,IndiGo,01:10,03:20,2h 10m,"5,583",06-11-2024,Economy
BOM,DEL,IndiGo,13:05,15:10,2h 05m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,13:05,15:10,2h 05m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,13:05,15:10,2h 05m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,03:00,05:10,2h 10m,"5,631",06-11-2024,Economy
BOM,DEL,IndiGo,01:10,03:20,2h 10m,"5,631",06-11-2024,Economy
BOM,DEL,IndiGo,13:05,15:10,2h 05m,"6,021",06-11-2024,Economy
BOM,DEL,IndiGo,15:00,17:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,15:00,17:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,05:00,07:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,12:00,14:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,12:00,14:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,05:00,07:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,15:00,17:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,05:00,07:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,12:00,14:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,12:00,14:10,2h 10m,"6,021",06-11-2024,Economy
BOM,DEL,IndiGo,15:00,17:10,2h 10m,"6,021",06-11-2024,Economy
BOM,DEL,IndiGo,05:00,07:10,2h 10m,"6,021",06-11-2024,Economy
BOM,DEL,Air India,01:30,03:45,2h 15m,"5,888",06-11-2024,Economy
BOM,DEL,Akasa Air,12:55,15:15,2h 20m,"5,831",06-11-2024,Economy
BOM,DEL,IndiGo,03:00,05:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,03:00,05:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,01:10,03:20,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,01:10,03:20,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,01:10,03:20,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,03:00,05:10,2h 10m,"5,968",06-11-2024,Economy
BOM,DEL,IndiGo,03:00,05:10,2h 10m,"6,021",06-11-2024,Economy
BOM,DEL,IndiGo,01:10,03:20,2h 10m,"6,021",06-11-2024,Economy
BOM,DEL,Air India Exp,00:40,02:55,2h 15m,"5,968",06-11-2024,Economy
BOM,DEL,Air India,01:30,03:45,2h 15m,"6,171",06-11-2024,Economy
BOM,DEL,IndiGo,06:00,08:05,2h 05m,"6,581",06-11-2024,Economy
BOM,DEL,Akasa Air,12:55,15:15,2h 20m,"6,097",06-11-2024,Economy
BOM,DEL,Akasa Air,07:25,09:45,2h 20m,"6,179",06-11-2024,Economy
BOM,DEL,Akasa Air,12:55,15:15,2h 20m,"6,232",06-11-2024,Economy
BOM,DEL,Akasa Air,07:25,09:45,2h 20m,"6,277",06-11-2024,Economy
BOM,DEL,IndiGo,06:00,08:05,2h 05m,"6,873",06-11-2024,Economy
BOM,DEL,IndiGo,11:00,13:15,2h 15m,"6,581",06-11-2024,Economy
BOM,DEL,Vistara,05:55,08:05,2h 10m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,05:55,08:05,2h 10m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,05:55,08:05,2h 10m,"7,022",06-11-2024,Economy
BOM,DEL,Air India Exp,00:40,02:55,2h 15m,"6,511",06-11-2024,Economy
BOM,DEL,IndiGo,06:00,08:05,2h 05m,"7,041",06-11-2024,Economy
BOM,DEL,IndiGo,13:05,15:10,2h 05m,"7,048",06-11-2024,Economy
BOM,DEL,Air India Exp,00:40,02:55,2h 15m,"6,598",06-11-2024,Economy
BOM,DEL,Vistara,11:50,14:05,2h 15m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,14:40,16:55,2h 15m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,11:50,14:05,2h 15m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,14:40,16:55,2h 15m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,14:40,16:55,2h 15m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,11:50,14:05,2h 15m,"7,022",06-11-2024,Economy
BOM,DEL,IndiGo,11:00,13:15,2h 15m,"6,873",06-11-2024,Economy
BOM,DEL,Air India,11:50,14:05,2h 15m,"7,064",06-11-2024,Economy
BOM,DEL,Air India,13:00,15:15,2h 15m,"7,064",06-11-2024,Economy
BOM,DEL,IndiGo,12:00,14:10,2h 10m,"7,048",06-11-2024,Economy
BOM,DEL,IndiGo,15:00,17:10,2h 10m,"7,048",06-11-2024,Economy
BOM,DEL,IndiGo,05:00,07:10,2h 10m,"7,048",06-11-2024,Economy
BOM,DEL,Vistara,12:35,14:55,2h 20m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,12:35,14:55,2h 20m,"7,022",06-11-2024,Economy
BOM,DEL,Vistara,12:35,14:55,2h 20m,"7,022",06-11-2024,Economy
BOM,DEL,IndiGo,06:00,08:05,2h 05m,"7,304",06-11-2024,Economy
BOM,DEL,IndiGo,06:00,08:05,2h 05m,"7,304",06-11-2024,Economy
BOM,DEL,IndiGo,06:00,08:05,2h 05m,"7,356",06-11-2024,Economy
BOM,DEL,IndiGo,11:00,13:15,2h 15m,"7,041",06-11-2024,Economy
BOM,DEL,IndiGo,03:00,05:10,2h 10m,"7,048",06-11-2024,Economy
BOM,DEL,IndiGo,01:10,03:20,2h 10m,"7,048",06-11-2024,Economy
