Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
HYD,BOM,Air India,17:55,19:30,1h 35m,"5,206",12-11-2024,Economy
HYD,BOM,Air India,21:35,23:10,1h 35m,"5,206",12-11-2024,Economy
HYD,BOM,Air India,17:15,19:05,1h 50m,"5,030",12-11-2024,Economy
HYD,BOM,Air India,21:55,23:55,2h,"5,368",12-11-2024,Economy
HYD,BOM,Air India,17:55,19:30,1h 35m,"5,206",12-11-2024,Economy
HYD,BOM,Air India,21:35,23:10,1h 35m,"5,206",12-11-2024,Economy
HYD,BOM,Air India,17:15,19:05,1h 50m,"5,030",12-11-2024,Economy
HYD,BOM,Air India,21:55,23:55,2h,"5,368",12-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"3,840",12-11-2024,Economy
BOM,HYD,IndiGo,12:00,13:25,1h 25m,"3,840",12-11-2024,Economy
BOM,HYD,IndiGo,14:45,16:10,1h 25m,"3,840",12-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"3,888",12-11-2024,Economy
BOM,HYD,IndiGo,12:00,13:25,1h 25m,"3,888",12-11-2024,Economy
BOM,HYD,IndiGo,14:45,16:10,1h 25m,"3,888",12-11-2024,Economy
BOM,HYD,IndiGo,14:45,16:10,1h 25m,"3,924",12-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"3,924",12-11-2024,Economy
BOM,HYD,IndiGo,12:00,13:25,1h 25m,"3,924",12-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"3,924",12-11-2024,Economy
BOM,HYD,IndiGo,12:00,13:25,1h 25m,"3,924",12-11-2024,Economy
BOM,HYD,IndiGo,14:45,16:10,1h 25m,"3,924",12-11-2024,Economy
BOM,HYD,IndiGo,04:05,05:30,1h 25m,"3,840",12-11-2024,Economy
BOM,HYD,IndiGo,04:05,05:30,1h 25m,"3,888",12-11-2024,Economy
BOM,HYD,IndiGo,04:05,05:30,1h 25m,"3,924",12-11-2024,Economy
BOM,HYD,IndiGo,04:05,05:30,1h 25m,"3,924",12-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"4,134",12-11-2024,Economy
BOM,HYD,IndiGo,12:00,13:25,1h 25m,"4,134",12-11-2024,Economy
