Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
HYD,BOM,Air India,21:35,23:10,1h 35m,"5,804",17-11-2024,Economy
HYD,BOM,Air India,21:55,23:55,2h,"5,600",17-11-2024,Economy
HYD,BOM,Air India,17:15,19:05,1h 50m,"6,938",17-11-2024,Economy
HYD,BOM,Air India,17:55,19:30,1h 35m,"7,857",17-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"3,924",17-11-2024,Economy
BOM,HYD,IndiGo,07:45,09:10,1h 25m,"3,924",17-11-2024,Economy
BOM,HYD,IndiGo,07:45,09:10,1h 25m,"3,924",17-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"3,924",17-11-2024,Economy
BOM,HYD,Air India,06:00,07:25,1h 25m,"4,208",17-11-2024,Economy
BOM,HYD,IndiGo,04:05,05:30,1h 25m,"3,924",17-11-2024,Economy
BOM,HYD,IndiGo,04:05,05:30,1h 25m,"3,924",17-11-2024,Economy
BOM,HYD,IndiGo,07:45,09:10,1h 25m,"4,134",17-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"4,134",17-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"4,134",17-11-2024,Economy
BOM,HYD,IndiGo,07:45,09:10,1h 25m,"4,134",17-11-2024,Economy
BOM,HYD,IndiGo,07:45,09:10,1h 25m,"4,134",17-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"4,134",17-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"4,134",17-11-2024,Economy
BOM,HYD,IndiGo,07:45,09:10,1h 25m,"4,134",17-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"4,187",17-11-2024,Economy
BOM,HYD,IndiGo,07:45,09:10,1h 25m,"4,187",17-11-2024,Economy
BOM,HYD,IndiGo,05:40,07:05,1h 25m,"4,187",17-11-2024,Economy
BOM,HYD,IndiGo,07:45,09:10,1h 25m,"4,187",17-11-2024,Economy
