Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"4,754",14-11-2024,Economy
BOM,CCU,Air India,05:55,08:30,2h 35m,"5,765",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,004",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,006",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,856",14-11-2024,Economy
BOM,CCU,Air India,05:55,08:30,2h 35m,"6,051",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"6,026",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"6,026",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"6,075",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"6,075",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,457",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,399",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,406",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,406",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,499",14-11-2024,Economy
BOM,CCU,Air India,06:50,09:30,2h 40m,"6,185",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,550",14-11-2024,Economy
BOM,CCU,IndiGo,07:45,10:25,2h 40m,"6,026",14-11-2024,Economy
BOM,CCU,IndiGo,09:40,12:20,2h 40m,"6,026",14-11-2024,Economy
BOM,CCU,IndiGo,03:00,05:35,2h 35m,"5,981",14-11-2024,Economy
CCU,BOM,Akasa Air,21:35,00:30,2h 55m,"6,122",14-11-2024,Economy
CCU,BOM,Akasa Air,21:35,00:30,2h 55m,"6,135",14-11-2024,Economy
CCU,BOM,Akasa Air,21:35,00:30,2h 55m,"6,135",14-11-2024,Economy
CCU,BOM,Akasa Air,21:35,00:30,2h 55m,"6,233",14-11-2024,Economy
CCU,BOM,IndiGo,21:45,00:50,3h 05m,"6,020",14-11-2024,Economy
CCU,BOM,IndiGo,21:45,00:50,3h 05m,"6,070",14-11-2024,Economy
CCU,BOM,Akasa Air,23:35,02:30,2h 55m,"6,197",14-11-2024,Economy
CCU,BOM,IndiGo,18:30,21:40,3h 10m,"6,020",14-11-2024,Economy
CCU,BOM,IndiGo,16:40,19:50,3h 10m,"6,020",14-11-2024,Economy
CCU,BOM,Akasa Air,23:35,02:30,2h 55m,"6,256",14-11-2024,Economy
CCU,BOM,Akasa Air,23:35,02:30,2h 55m,"6,271",14-11-2024,Economy
CCU,BOM,IndiGo,16:40,19:50,3h 10m,"6,070",14-11-2024,Economy
CCU,BOM,IndiGo,18:30,21:40,3h 10m,"6,070",14-11-2024,Economy
CCU,BOM,Akasa Air,23:35,02:30,2h 55m,"6,297",14-11-2024,Economy
CCU,BOM,Akasa Air,21:35,00:30,2h 55m,"6,583",14-11-2024,Economy
CCU,BOM,Air India,17:30,20:25,2h 55m,"6,809",14-11-2024,Economy
CCU,BOM,IndiGo,21:45,00:50,3h 05m,"6,335",14-11-2024,Economy
CCU,BOM,IndiGo,21:45,00:50,3h 05m,"6,335",14-11-2024,Economy
CCU,BOM,IndiGo,21:45,00:50,3h 05m,"6,335",14-11-2024,Economy
CCU,BOM,IndiGo,21:45,00:50,3h 05m,"6,388",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"4,754",14-11-2024,Economy
BOM,CCU,Air India,05:55,08:30,2h 35m,"5,765",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,004",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,006",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,856",14-11-2024,Economy
BOM,CCU,Air India,05:55,08:30,2h 35m,"6,051",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"6,026",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"6,026",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"6,075",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"6,075",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,457",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,399",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,406",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,406",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,499",14-11-2024,Economy
BOM,CCU,Air India,06:50,09:30,2h 40m,"6,185",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,550",14-11-2024,Economy
BOM,CCU,IndiGo,07:45,10:25,2h 40m,"6,026",14-11-2024,Economy
BOM,CCU,IndiGo,09:40,12:20,2h 40m,"6,026",14-11-2024,Economy
BOM,CCU,IndiGo,03:00,05:35,2h 35m,"5,981",14-11-2024,Economy
BOM,CCU,IndiGo,07:45,10:25,2h 40m,"6,075",14-11-2024,Economy
BOM,CCU,IndiGo,09:40,12:20,2h 40m,"6,075",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,03:00,05:35,2h 35m,"6,030",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"6,434",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"6,434",14-11-2024,Economy
BOM,CCU,SpiceJet,07:55,10:50,2h 55m,"5,732",14-11-2024,Economy
BOM,CCU,Air India,06:50,09:30,2h 40m,"6,463",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"5,807",14-11-2024,Economy
BOM,CCU,IndiGo,09:40,12:20,2h 40m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,07:45,10:25,2h 40m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,09:40,12:20,2h 40m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,07:45,10:25,2h 40m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,07:45,10:25,2h 40m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,09:40,12:20,2h 40m,"6,381",14-11-2024,Economy
BOM,CCU,IndiGo,03:00,05:35,2h 35m,"6,334",14-11-2024,Economy
BOM,CCU,IndiGo,03:00,05:35,2h 35m,"6,334",14-11-2024,Economy
BOM,CCU,IndiGo,03:00,05:35,2h 35m,"6,334",14-11-2024,Economy
BOM,CCU,IndiGo,09:40,12:20,2h 40m,"6,434",14-11-2024,Economy
BOM,CCU,IndiGo,07:45,10:25,2h 40m,"6,434",14-11-2024,Economy
BOM,CCU,IndiGo,03:00,05:35,2h 35m,"6,386",14-11-2024,Economy
BOM,CCU,Air India,13:50,16:50,3h,"6,710",14-11-2024,Economy
BOM,CCU,Akasa Air,01:20,04:10,2h 50m,"6,674",14-11-2024,Economy
BOM,CCU,IndiGo,13:35,16:05,2h 30m,"7,565",14-11-2024,Economy
BOM,CCU,IndiGo,06:10,08:40,2h 30m,"7,565",14-11-2024,Economy
BOM,CCU,Air India,13:50,16:50,3h,"6,978",14-11-2024,Economy
BOM,CCU,IndiGo,03:00,05:35,2h 35m,"7,461",14-11-2024,Economy
