Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
MAA,BOM,Air India,20:25,22:45,2h 20m,"5,643",06-11-2024,Economy
MAA,BOM,Air India,21:00,23:25,2h 25m,"5,735",06-11-2024,Economy
MAA,BOM,Air India,15:25,17:35,2h 10m,"10,585",06-11-2024,Economy
MAA,BOM,Air India,20:25,22:45,2h 20m,"5,643",06-11-2024,Economy
MAA,BOM,Air India,21:00,23:25,2h 25m,"5,735",06-11-2024,Economy
MAA,BOM,Air India,15:25,17:35,2h 10m,"10,585",06-11-2024,Economy
BOM,MAA,Akasa Air,05:00,07:00,2h,"4,660",06-11-2024,Economy
BOM,MAA,Akasa Air,05:00,07:00,2h,"4,765",06-11-2024,Economy
BOM,MAA,IndiGo,06:35,08:35,2h,"4,776",06-11-2024,Economy
BOM,MAA,IndiGo,10:00,11:55,1h 55m,"4,971",06-11-2024,Economy
BOM,MAA,IndiGo,12:05,13:55,1h 50m,"5,166",06-11-2024,Economy
BOM,MAA,IndiGo,06:35,08:35,2h,"4,971",06-11-2024,Economy
BOM,MAA,IndiGo,10:00,11:55,1h 55m,"5,166",06-11-2024,Economy
BOM,MAA,IndiGo,08:30,10:25,1h 55m,"5,166",06-11-2024,Economy
BOM,MAA,Akasa Air,05:00,07:00,2h,"5,012",06-11-2024,Economy
BOM,MAA,IndiGo,12:05,13:55,1h 50m,"5,361",06-11-2024,Economy
BOM,MAA,Akasa Air,05:00,07:00,2h,"5,120",06-11-2024,Economy
BOM,MAA,IndiGo,06:35,08:35,2h,"5,100",06-11-2024,Economy
BOM,MAA,IndiGo,06:35,08:35,2h,"5,100",06-11-2024,Economy
BOM,MAA,IndiGo,06:35,08:35,2h,"5,100",06-11-2024,Economy
BOM,MAA,IndiGo,10:00,11:55,1h 55m,"5,310",06-11-2024,Economy
BOM,MAA,IndiGo,10:00,11:55,1h 55m,"5,310",06-11-2024,Economy
BOM,MAA,IndiGo,10:00,11:55,1h 55m,"5,310",06-11-2024,Economy
BOM,MAA,IndiGo,12:05,13:55,1h 50m,"5,520",06-11-2024,Economy
BOM,MAA,IndiGo,12:05,13:55,1h 50m,"5,520",06-11-2024,Economy
BOM,MAA,IndiGo,12:05,13:55,1h 50m,"5,520",06-11-2024,Economy
BOM,MAA,IndiGo,08:30,10:25,1h 55m,"5,361",06-11-2024,Economy
BOM,MAA,Air India,05:15,07:15,2h,"5,387",06-11-2024,Economy
BOM,MAA,IndiGo,06:35,08:35,2h,"5,310",06-11-2024,Economy
BOM,MAA,IndiGo,08:30,10:25,1h 55m,"5,520",06-11-2024,Economy
BOM,MAA,IndiGo,08:30,10:25,1h 55m,"5,520",06-11-2024,Economy
BOM,MAA,IndiGo,10:00,11:55,1h 55m,"5,520",06-11-2024,Economy
BOM,MAA,IndiGo,08:30,10:25,1h 55m,"5,520",06-11-2024,Economy
BOM,MAA,IndiGo,13:55,16:00,2h 05m,"5,166",06-11-2024,Economy
BOM,MAA,IndiGo,12:05,13:55,1h 50m,"5,730",06-11-2024,Economy
BOM,MAA,Akasa Air,05:00,07:00,2h,"5,485",06-11-2024,Economy
