Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
MAA,BOM,IndiGo,22:30,00:35,2h 05m,"4,845",13-11-2024,Economy
MAA,BOM,IndiGo,22:30,00:35,2h 05m,"5,041",13-11-2024,Economy
MAA,BOM,IndiGo,16:40,18:55,2h 15m,"4,845",13-11-2024,Economy
MAA,BOM,IndiGo,22:30,00:35,2h 05m,"5,150",13-11-2024,Economy
MAA,BOM,IndiGo,16:40,18:55,2h 15m,"5,041",13-11-2024,Economy
MAA,BOM,IndiGo,16:40,18:55,2h 15m,"5,150",13-11-2024,Economy
MAA,BOM,IndiGo,20:30,22:40,2h 10m,"5,885",13-11-2024,Economy
MAA,BOM,IndiGo,22:30,00:35,2h 05m,"6,310",13-11-2024,Economy
MAA,BOM,IndiGo,20:30,22:40,2h 10m,"6,200",13-11-2024,Economy
MAA,BOM,IndiGo,16:40,18:55,2h 15m,"6,310",13-11-2024,Economy
MAA,BOM,IndiGo,20:30,22:40,2h 10m,"6,515",13-11-2024,Economy
MAA,BOM,IndiGo,20:30,22:40,2h 10m,"7,460",13-11-2024,Economy
MAA,BOM,IndiGo,19:00,21:10,2h 10m,"8,405",13-11-2024,Economy
MAA,BOM,IndiGo,19:00,21:10,2h 10m,"8,825",13-11-2024,Economy
MAA,BOM,Akasa Air,13:35,15:40,2h 05m,"3,600",13-11-2024,Economy
MAA,BOM,IndiGo,05:45,07:50,2h 05m,"4,845",13-11-2024,Economy
MAA,BOM,IndiGo,11:10,13:15,2h 05m,"4,845",13-11-2024,Economy
MAA,BOM,IndiGo,07:00,09:10,2h 10m,"4,845",13-11-2024,Economy
MAA,BOM,Akasa Air,13:35,15:40,2h 05m,"5,049",13-11-2024,Economy
MAA,BOM,IndiGo,05:45,07:50,2h 05m,"5,041",13-11-2024,Economy
MAA,BOM,IndiGo,11:10,13:15,2h 05m,"5,041",13-11-2024,Economy
MAA,BOM,Akasa Air,13:35,15:40,2h 05m,"5,076",13-11-2024,Economy
MAA,BOM,IndiGo,14:50,16:50,2h,"5,236",13-11-2024,Economy
MAA,BOM,Akasa Air,13:35,15:40,2h 05m,"5,154",13-11-2024,Economy
MAA,BOM,IndiGo,05:45,07:50,2h 05m,"5,150",13-11-2024,Economy
MAA,BOM,IndiGo,11:10,13:15,2h 05m,"5,150",13-11-2024,Economy
MAA,BOM,IndiGo,11:10,13:15,2h 05m,"5,150",13-11-2024,Economy
MAA,BOM,IndiGo,11:10,13:15,2h 05m,"5,150",13-11-2024,Economy
MAA,BOM,IndiGo,05:45,07:50,2h 05m,"5,150",13-11-2024,Economy
MAA,BOM,IndiGo,05:45,07:50,2h 05m,"5,150",13-11-2024,Economy
MAA,BOM,Air India,08:00,10:05,2h 05m,"5,338",13-11-2024,Economy
MAA,BOM,IndiGo,07:00,09:10,2h 10m,"5,041",13-11-2024,Economy
MAA,BOM,IndiGo,07:00,09:10,2h 10m,"5,150",13-11-2024,Economy
MAA,BOM,IndiGo,07:00,09:10,2h 10m,"5,150",13-11-2024,Economy
BOM,MAA,IndiGo,20:05,21:55,1h 50m,"4,776",13-11-2024,Economy
BOM,MAA,IndiGo,15:45,17:40,1h 55m,"4,776",13-11-2024,Economy
BOM,MAA,IndiGo,20:05,21:55,1h 50m,"4,971",13-11-2024,Economy
BOM,MAA,IndiGo,21:50,23:50,2h,"4,776",13-11-2024,Economy
BOM,MAA,IndiGo,20:05,21:55,1h 50m,"5,100",13-11-2024,Economy
BOM,MAA,IndiGo,20:05,21:55,1h 50m,"5,100",13-11-2024,Economy
BOM,MAA,IndiGo,20:05,21:55,1h 50m,"5,100",13-11-2024,Economy
BOM,MAA,IndiGo,15:45,17:40,1h 55m,"4,971",13-11-2024,Economy
BOM,MAA,IndiGo,17:35,19:40,2h 05m,"4,776",13-11-2024,Economy
BOM,MAA,IndiGo,15:45,17:40,1h 55m,"5,100",13-11-2024,Economy
BOM,MAA,IndiGo,15:45,17:40,1h 55m,"5,100",13-11-2024,Economy
